transaction_id,customer_id,purchase_date,subtotal,discount_used,discount_percent,total_spent
23158,2709,2025-05-10,62.23,0,0.0,62.23
23159,2709,2025-05-26,139.32,0,0.0,139.32
23160,2709,2025-06-03,62.59,0,0.0,62.59
23161,2709,2025-08-30,108.65,1,0.29,77.56
23162,2709,2025-11-15,53.44,0,0.0,53.44
23163,2709,2025-12-11,57.37,0,0.0,57.37
23164,2709,2025-12-26,99.46,0,0.0,99.46
23165,2709,2026-02-24,47.06,0,0.0,47.06
23166,2709,2026-03-25,36.8,0,0.0,36.8
23167,2709,2026-04-16,50.93,1,0.12,44.92
23168,2709,2026-06-05,105.5,1,0.22,82.48
23169,2709,2026-09-29,111.41,1,0.23,85.52
23170,2710,2026-02-20,20.15,0,0.0,20.15
23171,2710,2026-03-06,44.52,0,0.0,44.52
23172,2710,2026-04-14,55.3,1,0.26,41.1
23173,2710,2026-04-19,18.48,0,0.0,18.48
23174,2710,2026-04-22,27.04,1,0.18,22.15
23175,2710,2026-05-05,39.91,1,0.24,30.5
23176,2710,2026-05-19,75.62,1,0.28,54.13
23177,2713,2026-05-03,51.84,1,0.24,39.26
23178,2713,2026-05-16,47.93,1,0.11,42.77
23179,2713,2026-06-03,87.03,0,0.0,87.03
23180,2713,2026-06-07,45.19,1,0.14,38.72
23181,2713,2026-06-10,36.21,1,0.33,24.22
23182,2714,2025-03-19,81.8,0,0.0,81.8
23183,2714,2025-04-03,40.81,1,0.36,26.04
23184,2714,2025-04-08,32.24,1,0.13,27.92
23185,2714,2025-05-22,78.35,1,0.34,52.04
23186,2714,2025-12-10,111.16,0,0.0,111.16
23187,2714,2026-03-09,119.48,0,0.0,119.48
23188,2714,2026-04-10,116.7,1,0.22,90.54
23189,2714,2026-05-03,92.39,1,0.29,65.87
23190,2714,2026-05-14,76.09,1,0.28,54.66
23191,2714,2026-05-19,22.16,0,0.0,22.16
23192,2714,2026-05-29,69.04,0,0.0,69.04
23193,2714,2026-06-04,85.89,1,0.39,52.16
23194,2714,2026-06-05,105.06,0,0.0,105.06
23195,2714,2026-09-19,67.3,1,0.37,42.51
23196,2715,2025-04-03,33.23,0,0.0,33.23
23197,2715,2025-05-18,72.11,0,0.0,72.11
23198,2715,2025-08-17,33.67,0,0.0,33.67
23199,2715,2025-08-19,69.47,1,0.33,46.87
23200,2715,2025-10-11,136.1,1,0.37,86.25
23201,2715,2025-10-27,107.89,0,0.0,107.89
23202,2715,2025-10-31,88.72,1,0.18,73.09
23203,2715,2025-12-09,77.14,0,0.0,77.14
23204,2715,2025-12-17,25.91,0,0.0,25.91
23205,2715,2026-01-07,98.11,0,0.0,98.11
23206,2715,2026-02-24,32.63,0,0.0,32.63
23207,2715,2026-04-24,95.19,1,0.12,83.97
23208,2715,2026-05-01,66.0,1,0.19,53.68
23209,2715,2026-05-09,103.94,0,0.0,103.94
23210,2715,2026-09-14,35.77,0,0.0,35.77
23211,2716,2025-06-13,23.09,0,0.0,23.09
23212,2716,2025-06-15,47.49,0,0.0,47.49
23213,2716,2025-12-29,17.23,1,0.38,10.72
23214,2716,2026-05-21,57.66,1,0.13,49.95
23215,2716,2026-05-22,17.73,0,0.0,17.73
23216,2716,2026-05-25,96.71,1,0.12,85.38
23217,2716,2026-09-14,10.0,1,0.3,6.96
23218,2717,2025-02-01,143.72,0,0.0,143.72
23219,2717,2025-02-07,109.58,0,0.0,109.58
23220,2717,2025-04-13,153.3,0,0.0,153.3
23221,2717,2025-04-16,116.14,0,0.0,116.14
23222,2717,2025-04-20,71.57,0,0.0,71.57
23223,2717,2025-04-27,158.88,0,0.0,158.88
23224,2717,2025-05-05,164.39,1,0.36,105.42
23225,2717,2025-05-17,107.87,1,0.28,77.8
23226,2717,2025-08-18,101.39,1,0.3,71.31
23227,2717,2025-08-22,123.63,1,0.28,88.81
23228,2717,2025-10-03,144.65,1,0.38,89.62
23229,2717,2025-11-05,161.91,0,0.0,161.91
23230,2717,2026-01-05,175.1,0,0.0,175.1
23231,2717,2026-01-08,93.23,0,0.0,93.23
23232,2717,2026-02-11,60.59,0,0.0,60.59
23233,2717,2026-02-16,76.47,0,0.0,76.47
23234,2717,2026-04-23,105.1,0,0.0,105.1
23235,2717,2026-04-29,116.33,0,0.0,116.33
23236,2717,2026-05-15,188.42,0,0.0,188.42
23237,2717,2026-06-27,150.23,0,0.0,150.23
23238,2717,2026-09-08,24.69,0,0.0,24.69
23239,2717,2026-09-23,10.0,0,0.0,10.0
23240,2718,2025-02-20,93.12,1,0.37,58.98
23241,2718,2025-05-08,23.99,0,0.0,23.99
23242,2718,2025-10-06,48.13,1,0.17,39.86
23243,2718,2026-01-12,28.06,1,0.19,22.85
23244,2718,2026-02-28,28.5,1,0.11,25.35
23245,2718,2026-04-11,45.39,0,0.0,45.39
23246,2718,2026-04-30,44.48,1,0.16,37.5
23247,2718,2026-05-17,35.0,0,0.0,35.0
23248,2718,2026-05-27,34.69,1,0.14,29.92
23249,2719,2025-05-28,70.09,0,0.0,70.09
23250,2719,2025-06-01,78.45,1,0.31,54.3
23251,2719,2025-06-10,144.54,1,0.39,87.99
23252,2719,2025-10-20,78.12,0,0.0,78.12
23253,2719,2025-11-08,71.73,1,0.34,47.67
23254,2719,2026-01-12,92.68,0,0.0,92.68
23255,2719,2026-01-16,70.91,1,0.38,43.77
23256,2719,2026-01-25,72.72,0,0.0,72.72
23257,2719,2026-01-26,63.52,1,0.24,48.22
23258,2719,2026-02-28,10.0,1,0.38,6.16
23259,2719,2026-04-01,110.05,0,0.0,110.05
23260,2719,2026-04-17,77.59,0,0.0,77.59
23261,2719,2026-04-22,75.6,0,0.0,75.6
23262,2719,2026-05-25,68.43,1,0.16,57.17
23263,2719,2026-06-25,78.84,1,0.34,51.87
23264,2720,2026-02-20,87.34,0,0.0,87.34
23265,2720,2026-03-29,81.3,0,0.0,81.3
23266,2720,2026-04-24,42.16,1,0.36,26.9
23267,2720,2026-04-28,101.61,1,0.12,88.92
23268,2720,2026-05-07,138.83,0,0.0,138.83
23269,2720,2026-05-31,89.26,0,0.0,89.26
23270,2720,2026-09-25,73.26,0,0.0,73.26
23271,2721,2026-04-16,40.45,0,0.0,40.45
23272,2721,2026-05-01,71.58,1,0.34,47.36
23273,2721,2026-05-18,49.32,1,0.35,32.11
23274,2721,2026-06-09,55.19,0,0.0,55.19
23275,2721,2026-07-09,85.78,0,0.0,85.78
23276,2722,2026-05-13,68.17,1,0.24,51.66
23277,2722,2026-05-20,58.51,1,0.31,40.46
23278,2722,2026-05-29,42.84,1,0.24,32.36
23279,2722,2026-08-22,33.4,1,0.11,29.67
23280,2723,2025-08-17,79.79,1,0.11,70.78
23281,2723,2025-10-18,30.87,0,0.0,30.87
23282,2723,2025-12-18,112.99,1,0.37,71.61
23283,2723,2025-12-22,64.55,1,0.26,47.86
23284,2723,2026-01-29,71.81,1,0.4,43.41
23285,2723,2026-03-08,86.9,1,0.29,61.39
23286,2723,2026-05-15,41.46,0,0.0,41.46
23287,2723,2026-05-17,90.33,1,0.23,69.22
23288,2723,2026-06-11,96.37,0,0.0,96.37
23289,2723,2026-09-18,63.68,1,0.32,43.28
23290,2723,2026-09-23,69.73,1,0.21,55.17
23291,2724,2025-02-03,67.73,0,0.0,67.73
23292,2724,2025-02-23,110.48,1,0.19,89.61
23293,2724,2025-04-20,12.99,0,0.0,12.99
23294,2724,2025-05-18,21.19,1,0.22,16.56
23295,2724,2025-06-04,48.25,1,0.11,42.71
23296,2724,2026-01-15,10.0,1,0.21,7.87
23297,2724,2026-04-23,22.98,1,0.13,20.03
23298,2724,2026-04-24,11.19,1,0.26,8.3
23299,2724,2026-08-20,36.23,1,0.31,24.85
23300,2726,2025-12-22,83.42,0,0.0,83.42
23301,2726,2025-12-23,54.22,1,0.28,39.01
23302,2726,2026-05-10,100.52,0,0.0,100.52
23303,2726,2026-06-04,62.63,0,0.0,62.63
23304,2726,2026-06-08,91.94,0,0.0,91.94
23305,2726,2026-06-11,65.06,1,0.39,39.96
23306,2726,2026-07-08,119.73,0,0.0,119.73
23307,2727,2025-03-17,68.36,0,0.0,68.36
23308,2727,2025-03-28,120.64,0,0.0,120.64
23309,2727,2025-04-05,172.12,0,0.0,172.12
23310,2727,2025-04-08,109.03,0,0.0,109.03
23311,2727,2025-04-14,149.03,0,0.0,149.03
23312,2727,2025-04-25,90.94,0,0.0,90.94
23313,2727,2025-05-03,146.54,1,0.16,123.13
23314,2727,2025-05-04,96.18,0,0.0,96.18
23315,2727,2025-05-15,105.71,1,0.36,67.56
23316,2727,2025-05-22,101.29,0,0.0,101.29
23317,2727,2025-05-24,150.33,0,0.0,150.33
23318,2727,2025-06-05,87.96,0,0.0,87.96
23319,2727,2025-08-28,111.03,0,0.0,111.03
23320,2727,2025-11-25,118.85,0,0.0,118.85
23321,2727,2025-11-30,180.98,0,0.0,180.98
23322,2727,2025-12-25,119.54,0,0.0,119.54
23323,2727,2026-01-14,201.63,0,0.0,201.63
23324,2727,2026-01-18,72.91,0,0.0,72.91
23325,2727,2026-01-20,93.73,0,0.0,93.73
23326,2727,2026-01-27,76.45,0,0.0,76.45
23327,2727,2026-02-23,137.62,1,0.1,123.33
23328,2727,2026-03-02,133.32,0,0.0,133.32
23329,2727,2026-03-19,106.55,0,0.0,106.55
23330,2727,2026-04-14,109.83,1,0.18,90.29
23331,2727,2026-04-20,63.18,1,0.15,53.5
23332,2727,2026-04-29,105.02,1,0.33,70.61
23333,2727,2026-05-07,160.73,0,0.0,160.73
23334,2727,2026-05-23,178.69,0,0.0,178.69
23335,2727,2026-05-24,100.7,1,0.34,66.64
23336,2727,2026-06-06,99.22,0,0.0,99.22
23337,2727,2026-08-21,89.09,0,0.0,89.09
23338,2728,2026-06-07,35.04,0,0.0,35.04
23339,2728,2026-06-15,80.93,0,0.0,80.93
23340,2729,2026-05-30,141.44,0,0.0,141.44
23341,2731,2025-02-16,60.29,1,0.15,51.5
23342,2731,2025-03-09,68.76,1,0.32,46.86
23343,2731,2025-04-15,117.54,1,0.38,72.65
23344,2731,2025-04-17,31.95,0,0.0,31.95
23345,2731,2025-05-18,95.09,0,0.0,95.09
23346,2731,2025-05-26,64.15,0,0.0,64.15
23347,2731,2025-06-15,78.66,1,0.26,58.2
23348,2731,2025-11-03,42.29,0,0.0,42.29
23349,2731,2025-11-27,42.36,0,0.0,42.36
23350,2731,2025-12-02,125.39,0,0.0,125.39
23351,2731,2025-12-19,80.47,0,0.0,80.47
23352,2731,2026-02-27,91.76,0,0.0,91.76
23353,2731,2026-04-20,109.76,1,0.13,95.96
23354,2731,2026-04-26,58.67,0,0.0,58.67
23355,2731,2026-05-08,75.8,0,0.0,75.8
23356,2731,2026-06-01,112.17,0,0.0,112.17
23357,2731,2026-06-03,92.23,0,0.0,92.23
23358,2731,2026-07-01,78.98,0,0.0,78.98
23359,2731,2026-08-01,14.49,0,0.0,14.49
23360,2732,2026-03-05,83.53,1,0.27,61.15
23361,2732,2026-05-17,69.16,1,0.15,58.45
23362,2732,2026-05-23,143.22,0,0.0,143.22
23363,2732,2026-06-01,25.57,1,0.39,15.67
23364,2732,2026-06-03,46.03,0,0.0,46.03
23365,2734,2026-06-07,65.23,1,0.3,45.63
23366,2734,2026-06-13,94.31,0,0.0,94.31
23367,2735,2025-04-18,107.78,0,0.0,107.78
23368,2735,2025-05-05,68.94,0,0.0,68.94
23369,2735,2025-06-08,86.23,0,0.0,86.23
23370,2735,2025-10-20,121.49,0,0.0,121.49
23371,2735,2025-10-28,110.73,0,0.0,110.73
23372,2735,2025-10-31,77.11,0,0.0,77.11
23373,2735,2025-11-01,140.27,0,0.0,140.27
23374,2735,2025-11-08,87.79,0,0.0,87.79
23375,2735,2025-11-25,87.73,0,0.0,87.73
23376,2735,2025-11-30,72.92,0,0.0,72.92
23377,2735,2025-12-22,153.83,0,0.0,153.83
23378,2735,2026-01-04,95.11,1,0.22,74.11
23379,2735,2026-01-13,163.76,0,0.0,163.76
23380,2735,2026-01-23,44.29,1,0.25,33.38
23381,2735,2026-02-03,67.38,0,0.0,67.38
23382,2735,2026-03-09,114.22,0,0.0,114.22
23383,2735,2026-03-10,142.64,0,0.0,142.64
23384,2735,2026-03-24,107.03,0,0.0,107.03
23385,2735,2026-03-27,95.53,0,0.0,95.53
23386,2735,2026-04-11,96.41,1,0.29,68.85
23387,2735,2026-04-23,159.29,0,0.0,159.29
23388,2735,2026-04-26,120.07,0,0.0,120.07
23389,2735,2026-04-30,122.68,0,0.0,122.68
23390,2735,2026-05-03,102.94,0,0.0,102.94
23391,2735,2026-05-24,127.81,1,0.36,81.28
23392,2735,2026-06-14,124.44,0,0.0,124.44
23393,2735,2026-06-15,83.42,0,0.0,83.42
23394,2735,2026-08-18,130.5,1,0.4,78.44
23395,2735,2026-09-22,111.57,1,0.22,86.77
23396,2737,2026-04-23,64.28,0,0.0,64.28
23397,2737,2026-06-02,13.06,1,0.14,11.24
23398,2737,2026-08-18,76.81,1,0.14,66.18
23399,2737,2026-09-09,54.71,1,0.39,33.2
23400,2738,2025-11-01,95.66,1,0.36,60.89
23401,2738,2025-12-06,106.58,0,0.0,106.58
23402,2738,2026-01-13,63.57,0,0.0,63.57
23403,2738,2026-01-23,78.25,0,0.0,78.25
23404,2738,2026-04-14,121.21,0,0.0,121.21
23405,2738,2026-04-21,76.33,0,0.0,76.33
23406,2738,2026-04-30,102.66,1,0.38,63.37
23407,2738,2026-05-11,22.87,0,0.0,22.87
23408,2738,2026-06-06,83.01,0,0.0,83.01
23409,2738,2026-07-18,98.89,1,0.27,71.73
23410,2739,2025-12-18,43.99,0,0.0,43.99
23411,2739,2026-04-02,79.36,1,0.36,51.03
23412,2739,2026-05-02,34.25,0,0.0,34.25
23413,2739,2026-06-11,37.33,1,0.38,22.97
23414,2740,2026-05-11,60.44,1,0.22,46.86
23415,2740,2026-05-26,55.89,0,0.0,55.89
23416,2740,2026-05-31,94.61,0,0.0,94.61
23417,2740,2026-06-06,52.21,1,0.33,34.82
23418,2740,2026-07-24,73.55,0,0.0,73.55
23419,2740,2026-09-11,96.24,0,0.0,96.24
23420,2740,2026-09-23,64.37,1,0.15,54.64
23421,2741,2025-03-13,37.88,0,0.0,37.88
23422,2741,2025-04-16,57.52,1,0.39,35.09
23423,2741,2025-05-01,74.63,0,0.0,74.63
23424,2741,2026-07-10,46.81,1,0.39,28.42
23425,2741,2026-09-15,10.0,1,0.39,6.08
23426,2742,2025-11-16,89.13,0,0.0,89.13
23427,2742,2025-12-04,154.03,0,0.0,154.03
23428,2742,2025-12-11,193.29,1,0.35,125.36
23429,2742,2025-12-12,120.59,0,0.0,120.59
23430,2742,2025-12-16,86.83,0,0.0,86.83
23431,2742,2025-12-25,170.82,0,0.0,170.82
23432,2742,2026-01-02,117.68,1,0.36,75.69
23433,2742,2026-01-21,183.25,0,0.0,183.25
23434,2742,2026-04-12,199.93,1,0.18,164.86
23435,2742,2026-04-16,162.65,0,0.0,162.65
23436,2742,2026-05-12,147.96,0,0.0,147.96
23437,2742,2026-05-16,124.41,0,0.0,124.41
23438,2742,2026-06-09,123.67,1,0.37,77.88
23439,2742,2026-06-19,150.3,0,0.0,150.3
23440,2742,2026-08-07,157.3,0,0.0,157.3
23441,2743,2026-05-24,10.0,1,0.26,7.36
23442,2744,2026-01-15,83.58,1,0.37,52.4
23443,2744,2026-03-20,76.53,0,0.0,76.53
23444,2744,2026-04-10,89.9,0,0.0,89.9
23445,2744,2026-04-22,11.56,1,0.25,8.63
23446,2744,2026-05-14,19.52,0,0.0,19.52
23447,2744,2026-05-28,99.74,0,0.0,99.74
23448,2744,2026-05-31,80.32,0,0.0,80.32
23449,2744,2026-06-10,113.62,1,0.32,77.48
23450,2744,2026-06-24,56.86,0,0.0,56.86
23451,2745,2025-05-22,81.03,1,0.16,67.95
23452,2745,2025-05-25,74.03,0,0.0,74.03
23453,2745,2025-05-28,52.17,1,0.3,36.46
23454,2745,2025-06-10,24.47,0,0.0,24.47
23455,2745,2025-10-04,103.87,0,0.0,103.87
23456,2745,2025-10-29,79.24,1,0.19,64.2
23457,2745,2025-12-20,103.97,0,0.0,103.97
23458,2745,2026-01-27,59.9,0,0.0,59.9
23459,2745,2026-02-24,59.49,1,0.27,43.52
23460,2745,2026-03-28,121.29,0,0.0,121.29
23461,2746,2024-11-25,84.25,1,0.14,72.42
23462,2746,2024-11-30,39.92,0,0.0,39.92
23463,2746,2024-12-01,122.79,0,0.0,122.79
23464,2746,2025-01-08,154.66,1,0.24,118.21
23465,2746,2025-01-20,61.59,0,0.0,61.59
23466,2746,2025-01-21,73.42,0,0.0,73.42
23467,2746,2025-02-01,102.33,0,0.0,102.33
23468,2746,2025-02-11,211.21,0,0.0,211.21
23469,2746,2025-02-13,142.11,0,0.0,142.11
23470,2746,2025-02-14,141.29,0,0.0,141.29
23471,2746,2025-02-16,186.12,1,0.26,138.36
23472,2746,2025-02-27,56.86,0,0.0,56.86
23473,2746,2025-04-04,132.72,0,0.0,132.72
23474,2746,2025-05-09,111.24,0,0.0,111.24
23475,2746,2025-10-02,130.93,0,0.0,130.93
23476,2746,2025-10-29,88.37,1,0.24,67.49
23477,2746,2025-12-10,124.25,0,0.0,124.25
23478,2746,2026-01-21,124.0,0,0.0,124.0
23479,2746,2026-02-10,145.21,0,0.0,145.21
23480,2746,2026-02-19,117.13,0,0.0,117.13
23481,2746,2026-03-10,139.64,0,0.0,139.64
23482,2746,2026-03-29,140.37,0,0.0,140.37
23483,2746,2026-04-01,120.47,1,0.11,107.2
23484,2746,2026-04-22,154.73,0,0.0,154.73
23485,2746,2026-04-27,142.46,0,0.0,142.46
23486,2746,2026-05-03,91.98,0,0.0,91.98
23487,2746,2026-05-21,121.14,0,0.0,121.14
23488,2746,2026-05-29,99.91,0,0.0,99.91
23489,2746,2026-07-14,209.05,0,0.0,209.05
23490,2746,2026-07-20,204.54,0,0.0,204.54
23491,2746,2026-08-14,147.93,0,0.0,147.93
23492,2746,2026-09-23,155.98,0,0.0,155.98
23493,2747,2025-11-18,56.12,1,0.33,37.71
23494,2747,2025-12-19,102.88,1,0.31,71.43
23495,2747,2026-02-19,83.36,0,0.0,83.36
23496,2747,2026-06-05,68.2,1,0.32,46.67
23497,2748,2026-04-17,66.98,1,0.21,52.67
23498,2748,2026-04-28,86.64,0,0.0,86.64
23499,2748,2026-06-15,34.35,1,0.11,30.43
23500,2748,2026-07-05,84.17,0,0.0,84.17
23501,2748,2026-07-14,65.56,0,0.0,65.56
23502,2748,2026-07-27,44.52,0,0.0,44.52
23503,2749,2025-12-29,10.0,1,0.35,6.47
23504,2749,2026-02-18,51.59,1,0.19,41.98
23505,2749,2026-03-21,73.44,1,0.2,58.72
23506,2749,2026-04-16,72.65,1,0.18,59.45
23507,2749,2026-04-25,30.37,1,0.13,26.47
23508,2749,2026-05-20,58.16,0,0.0,58.16
23509,2751,2026-01-04,76.18,0,0.0,76.18
23510,2751,2026-02-10,63.41,0,0.0,63.41
23511,2751,2026-02-21,63.6,0,0.0,63.6
23512,2751,2026-04-22,85.65,0,0.0,85.65
23513,2751,2026-05-07,150.87,0,0.0,150.87
23514,2751,2026-06-10,77.43,0,0.0,77.43
23515,2751,2026-09-29,112.36,1,0.27,81.5
23516,2752,2025-11-17,40.28,1,0.32,27.56
23517,2752,2026-04-27,56.95,1,0.25,42.92
23518,2752,2026-05-26,50.32,1,0.1,45.19
23519,2752,2026-06-10,12.89,1,0.34,8.51
23520,2752,2026-08-12,37.99,0,0.0,37.99
23521,2752,2026-09-13,50.57,1,0.27,36.74
23522,2753,2025-02-15,39.59,1,0.35,25.65
23523,2753,2025-04-30,41.95,0,0.0,41.95
23524,2753,2025-05-12,94.87,1,0.23,73.48
23525,2753,2025-05-13,56.45,0,0.0,56.45
23526,2753,2025-05-26,59.87,0,0.0,59.87
23527,2753,2025-06-18,90.88,0,0.0,90.88
23528,2753,2026-02-27,33.18,0,0.0,33.18
23529,2754,2025-11-14,97.33,0,0.0,97.33
23530,2754,2025-12-01,36.15,1,0.35,23.43
23531,2754,2026-01-08,169.33,0,0.0,169.33
23532,2754,2026-02-10,43.53,0,0.0,43.53
23533,2754,2026-02-24,10.0,1,0.13,8.68
23534,2754,2026-02-25,77.1,1,0.26,57.21
23535,2754,2026-03-27,76.06,0,0.0,76.06
23536,2754,2026-04-07,94.63,1,0.17,78.12
23537,2754,2026-04-08,48.11,0,0.0,48.11
23538,2754,2026-05-05,133.56,0,0.0,133.56
23539,2754,2026-08-02,30.32,1,0.18,24.77
23540,2755,2025-02-02,82.0,1,0.38,51.18
23541,2755,2025-05-30,34.27,1,0.37,21.5
23542,2755,2025-10-27,83.34,0,0.0,83.34
23543,2755,2026-04-23,58.94,0,0.0,58.94
23544,2755,2026-05-17,26.61,1,0.16,22.35
23545,2755,2026-06-12,68.41,0,0.0,68.41
23546,2756,2026-03-31,71.15,0,0.0,71.15
23547,2756,2026-05-02,67.47,1,0.27,49.3
23548,2756,2026-06-07,27.31,0,0.0,27.31
23549,2757,2025-03-18,56.54,1,0.27,41.13
23550,2757,2025-04-16,69.28,1,0.11,61.63
23551,2757,2025-05-21,84.22,1,0.21,66.41
23552,2757,2025-09-23,114.3,1,0.4,69.1
23553,2757,2025-11-18,86.2,0,0.0,86.2
23554,2757,2026-01-27,83.52,0,0.0,83.52
23555,2757,2026-02-06,43.76,0,0.0,43.76
23556,2757,2026-05-25,70.74,0,0.0,70.74
23557,2757,2026-06-09,128.75,0,0.0,128.75
23558,2757,2026-06-18,69.41,0,0.0,69.41
23559,2757,2026-08-31,122.09,0,0.0,122.09
23560,2759,2025-06-02,50.22,1,0.17,41.72
23561,2759,2026-03-05,39.4,1,0.18,32.37
23562,2759,2026-05-01,77.48,1,0.25,58.25
23563,2759,2026-06-08,78.78,1,0.18,64.32
23564,2760,2025-12-25,86.76,0,0.0,86.76
23565,2760,2026-01-21,110.34,0,0.0,110.34
23566,2760,2026-02-28,108.2,0,0.0,108.2
23567,2760,2026-03-06,34.34,1,0.39,21.0
23568,2760,2026-03-10,117.03,0,0.0,117.03
23569,2760,2026-04-12,118.59,0,0.0,118.59
23570,2760,2026-04-13,94.86,1,0.3,66.37
23571,2760,2026-04-22,48.69,0,0.0,48.69
23572,2760,2026-04-23,99.58,0,0.0,99.58
23573,2760,2026-04-28,187.1,0,0.0,187.1
23574,2760,2026-04-29,179.34,0,0.0,179.34
23575,2760,2026-04-30,126.55,0,0.0,126.55
23576,2760,2026-05-24,128.16,1,0.15,108.71
23577,2760,2026-06-10,137.85,0,0.0,137.85
23578,2760,2026-08-09,110.98,0,0.0,110.98
23579,2760,2026-08-19,132.64,0,0.0,132.64
23580,2760,2026-09-15,131.98,0,0.0,131.98
23581,2761,2025-03-16,71.36,0,0.0,71.36
23582,2761,2025-03-21,58.62,1,0.4,35.39
23583,2761,2025-04-29,87.89,1,0.13,76.23
23584,2761,2025-05-05,49.36,0,0.0,49.36
23585,2761,2025-05-06,92.13,0,0.0,92.13
23586,2761,2025-05-20,83.28,1,0.4,50.01
23587,2761,2025-11-25,80.6,1,0.25,60.21
23588,2761,2026-03-07,71.01,0,0.0,71.01
23589,2761,2026-03-10,79.45,1,0.21,62.63
23590,2761,2026-03-31,10.0,1,0.24,7.62
23591,2761,2026-04-02,96.45,0,0.0,96.45
23592,2761,2026-04-10,109.66,0,0.0,109.66
23593,2762,2025-03-27,65.8,0,0.0,65.8
23594,2762,2025-05-03,56.58,0,0.0,56.58
23595,2762,2025-05-18,13.19,1,0.19,10.73
23596,2762,2025-11-11,26.27,0,0.0,26.27
23597,2762,2026-01-16,68.02,1,0.14,58.56
23598,2762,2026-06-02,23.94,1,0.1,21.53
23599,2764,2025-05-26,182.3,0,0.0,182.3
23600,2764,2025-06-02,134.43,0,0.0,134.43
23601,2764,2025-06-04,77.64,0,0.0,77.64
23602,2764,2025-06-11,79.98,0,0.0,79.98
23603,2764,2025-06-30,204.56,0,0.0,204.56
23604,2764,2025-08-07,40.04,0,0.0,40.04
23605,2764,2025-10-11,138.28,0,0.0,138.28
23606,2764,2025-11-25,142.17,1,0.31,98.24
23607,2764,2026-01-18,189.52,0,0.0,189.52
23608,2764,2026-01-23,86.01,0,0.0,86.01
23609,2764,2026-01-31,99.87,0,0.0,99.87
23610,2764,2026-02-09,116.86,0,0.0,116.86
23611,2764,2026-02-19,184.84,0,0.0,184.84
23612,2764,2026-02-21,79.99,0,0.0,79.99
23613,2764,2026-02-23,145.4,0,0.0,145.4
23614,2764,2026-03-23,149.41,0,0.0,149.41
23615,2764,2026-03-24,163.26,0,0.0,163.26
23616,2764,2026-04-03,82.44,0,0.0,82.44
23617,2764,2026-04-05,83.42,0,0.0,83.42
23618,2764,2026-05-17,84.08,0,0.0,84.08
23619,2764,2026-06-09,124.95,0,0.0,124.95
23620,2764,2026-07-16,160.31,0,0.0,160.31
23621,2764,2026-07-17,96.74,0,0.0,96.74
23622,2765,2025-10-12,62.64,0,0.0,62.64
23623,2765,2025-10-14,185.73,0,0.0,185.73
23624,2765,2025-10-30,63.53,0,0.0,63.53
23625,2765,2025-11-01,39.55,0,0.0,39.55
23626,2765,2025-11-03,150.33,1,0.29,106.9
23627,2765,2025-11-09,148.09,1,0.34,97.52
23628,2765,2025-11-20,125.78,0,0.0,125.78
23629,2765,2025-12-07,115.1,0,0.0,115.1
23630,2765,2025-12-09,100.0,0,0.0,100.0
23631,2765,2025-12-12,132.36,1,0.16,111.36
23632,2765,2025-12-31,96.34,0,0.0,96.34
23633,2765,2026-01-20,138.02,0,0.0,138.02
23634,2765,2026-01-29,197.29,0,0.0,197.29
23635,2765,2026-02-18,33.72,0,0.0,33.72
23636,2765,2026-03-19,134.4,0,0.0,134.4
23637,2765,2026-03-21,87.69,0,0.0,87.69
23638,2765,2026-03-27,167.59,1,0.26,124.69
23639,2765,2026-05-02,52.09,0,0.0,52.09
23640,2765,2026-05-14,100.39,0,0.0,100.39
23641,2765,2026-05-19,41.24,0,0.0,41.24
23642,2765,2026-05-22,22.69,1,0.32,15.41
23643,2765,2026-05-26,162.55,0,0.0,162.55
23644,2765,2026-05-28,123.23,0,0.0,123.23
23645,2765,2026-05-30,120.17,0,0.0,120.17
23646,2765,2026-06-12,144.15,0,0.0,144.15
23647,2766,2026-09-22,141.55,0,0.0,141.55
23648,2767,2026-01-05,50.3,0,0.0,50.3
23649,2767,2026-04-19,75.39,0,0.0,75.39
23650,2767,2026-05-05,75.06,0,0.0,75.06
23651,2767,2026-05-16,54.41,1,0.19,44.34
23652,2767,2026-06-03,61.29,0,0.0,61.29
23653,2768,2025-03-17,40.98,1,0.15,34.87
23654,2768,2025-04-29,34.62,0,0.0,34.62
23655,2768,2025-05-14,37.8,0,0.0,37.8
23656,2768,2025-06-04,64.87,0,0.0,64.87
23657,2768,2026-01-07,42.31,1,0.34,27.98
23658,2768,2026-02-23,27.89,1,0.19,22.69
23659,2768,2026-03-13,63.57,1,0.36,40.47
23660,2768,2026-05-18,66.68,1,0.3,46.92
23661,2769,2025-08-10,41.41,0,0.0,41.41
23662,2769,2025-08-28,129.56,0,0.0,129.56
23663,2769,2025-12-08,173.42,0,0.0,173.42
23664,2769,2025-12-21,43.6,1,0.36,28.08
23665,2769,2026-01-16,109.08,1,0.11,96.59
23666,2769,2026-01-25,37.79,0,0.0,37.79
23667,2769,2026-02-09,185.89,1,0.15,158.19
23668,2769,2026-02-12,37.84,1,0.19,30.77
23669,2769,2026-03-01,83.14,1,0.14,71.51
23670,2769,2026-03-09,146.28,0,0.0,146.28
23671,2769,2026-03-22,113.95,0,0.0,113.95
23672,2769,2026-03-24,126.65,1,0.22,99.23
23673,2769,2026-04-05,116.38,0,0.0,116.38
23674,2769,2026-05-06,65.88,0,0.0,65.88
